,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Hassan Whiteside,JUMP_BALL,None,12:00,1,Heat,Kings,0 - 0,0,N/A,N/A,N/A
1,Josh Richardson,FG_ASSISTED,Kelly Olynyk,11:47,1,Heat,Kings,2 - 0,0,0,2,Layup
2,Harrison Barnes,Unknown,None,11:47,1,Kings,Heat,2 - 0,1,N/A,N/A,N/A
3,Buddy Hield,FG_MISS,None,11:25,1,Kings,Heat,2 - 0,1,16,3,Jumper
4,Justise Winslow,DEFENSIVE_REBOUND,None,11:22,1,Heat,Kings,2 - 0,0,N/A,N/A,N/A
5,Dion Waiters,FG_MISS,Buddy Hield,11:14,1,Kings,Heat,2 - 0,0,0,2,Layup
6,Team,OFFENSIVE_REBOUND,None,11:14,1,Heat,Kings,2 - 0,0,N/A,N/A,N/A
7,Josh Richardson,FG_MISS,None,11:11,1,Heat,Kings,2 - 0,0,19,3,Jumper
8,Hassan Whiteside,FOUL_ON_FLOOR,None,11:08,1,Heat,Kings,2 - 0,0,N/A,N/A,N/A
9,Team,DEFENSIVE_REBOUND,None,11:08,1,Kings,Heat,2 - 0,1,N/A,N/A,N/A
10,De'Aaron Fox,TURNOVER,Hassan Whiteside,10:57,1,Kings,Heat,2 - 0,1,N/A,N/A,N/A
11,Kelly Olynyk,TURNOVER,Willie Cauley-Stein,10:46,1,Heat,Kings,2 - 0,0,N/A,N/A,N/A
12,Buddy Hield,FG_MISS,None,10:38,1,Kings,Heat,2 - 0,1,25,3,Jumper
13,Hassan Whiteside,DEFENSIVE_REBOUND,None,10:35,1,Heat,Kings,2 - 0,0,N/A,N/A,N/A
14,Kelly Olynyk,FG_ASSISTED,Dion Waiters,10:31,1,Heat,Kings,5 - 0,0,25,3,Jumper
15,Nemanja Bjelica,FG_MISS,None,10:11,1,Kings,Heat,5 - 0,1,0,2,Layup
16,Nemanja Bjelica,OFFENSIVE_REBOUND,None,10:07,1,Kings,Heat,5 - 0,1,N/A,N/A,N/A
17,Nemanja Bjelica,FG_MISS,None,10:07,1,Kings,Heat,5 - 0,1,-,3,Jumper
18,Hassan Whiteside,DEFENSIVE_REBOUND,None,10:07,1,Heat,Kings,5 - 0,0,N/A,N/A,N/A
19,Hassan Whiteside,FG_MISS,None,9:56,1,Heat,Kings,5 - 0,0,5,3,Jumper
20,Willie Cauley-Stein,DEFENSIVE_REBOUND,None,9:53,1,Kings,Heat,5 - 0,1,N/A,N/A,N/A
21,Harrison Barnes,FG_MISS,None,9:43,1,Kings,Heat,5 - 0,1,17,3,Jumper
22,Hassan Whiteside,DEFENSIVE_REBOUND,None,9:39,1,Heat,Kings,5 - 0,0,N/A,N/A,N/A
23,Dion Waiters,FG_MISS,None,9:25,1,Heat,Kings,5 - 0,0,20,3,Jumper
24,Willie Cauley-Stein,DEFENSIVE_REBOUND,None,9:22,1,Kings,Heat,5 - 0,1,N/A,N/A,N/A
25,De'Aaron Fox,FG_MISS,Kelly Olynyk,9:17,1,Heat,Kings,5 - 0,1,3,3,Jumper
26,Justise Winslow,DEFENSIVE_REBOUND,None,9:13,1,Heat,Kings,5 - 0,0,N/A,N/A,N/A
27,Hassan Whiteside,FG_MISS,None,9:04,1,Heat,Kings,5 - 0,0,0,2,Layup
28,Willie Cauley-Stein,DEFENSIVE_REBOUND,None,9:02,1,Kings,Heat,5 - 0,1,N/A,N/A,N/A
29,Nemanja Bjelica,FG_MISS,None,8:58,1,Kings,Heat,5 - 0,1,-,3,Jumper
30,Hassan Whiteside,DEFENSIVE_REBOUND,None,8:54,1,Heat,Kings,5 - 0,0,N/A,N/A,N/A
31,Hassan Whiteside,FG_ASSISTED,Josh Richardson,8:40,1,Heat,Kings,7 - 0,0,0,2,Dunk
32,Team,Unknown,None,8:39,1,Kings,Heat,5 - 0,1,N/A,N/A,N/A
33,Buddy Hield,FG_ASSISTED,Willie Cauley-Stein,8:26,1,Kings,Heat,7 - 2,1,20,3,Jumper
34,Hassan Whiteside,FG_UNASSISTED,None,8:09,1,Heat,Kings,9 - 2,0,6,3,Jumper
35,Harrison Barnes,FG_MISS,None,7:54,1,Kings,Heat,9 - 2,1,-,3,Jumper
36,Nemanja Bjelica,OFFENSIVE_REBOUND,None,7:51,1,Kings,Heat,9 - 2,1,N/A,N/A,N/A
37,Nemanja Bjelica,FG_UNASSISTED,None,7:51,1,Kings,Heat,9 - 4,1,-,3,Jumper
38,Dion Waiters,FG_ASSISTED,Josh Richardson,7:31,1,Heat,Kings,12 - 4,0,26,3,Jumper
